Id,Name,InternalName,Value,SellPrice
2093,EbonwoodCandelabra,EbonwoodCandelabra,1500,300
2094,FleshCandelabra,FleshCandelabra,1500,300
2095,HoneyCandelabra,HoneyCandelabra,1500,300
2096,SteampunkCandelabra,SteampunkCandelabra,1500,300
2097,GlassCandelabra,GlassCandelabra,1500,300
2098,RichMahoganyCandelabra,RichMahoganyCandelabra,1500,300
2099,PearlwoodCandelabra,PearlwoodCandelabra,1500,300
2100,FrozenCandelabra,FrozenCandelabra,1500,300
2101,LihzahrdCandelabra,LihzahrdCandelabra,1500,300
2102,SkywareCandelabra,SkywareCandelabra,1500,300
2103,SpookyCandelabra,SpookyCandelabra,1500,300
2104,BrainMask,BrainMask,37500,7500
2105,FleshMask,FleshMask,37500,7500
2106,TwinMask,TwinMask,37500,7500
2107,SkeletronPrimeMask,SkeletronPrimeMask,37500,7500
2108,BeeMask,BeeMask,37500,7500
2109,PlanteraMask,PlanteraMask,37500,7500
2110,GolemMask,GolemMask,37500,7500
2111,EaterMask,EaterMask,37500,7500
2112,EyeMask,EyeMask,37500,7500
2113,DestroyerMask,DestroyerMask,37500,7500
2114,BlacksmithRack,BlacksmithRack,2500,500
2115,CarpentryRack,CarpentryRack,2500,500
2116,HelmetRack,HelmetRack,2500,500
2117,SpearRack,SpearRack,2500,500
2118,SwordRack,SwordRack,2500,500
2119,StoneSlab,StoneSlab,0,0
2120,SandstoneSlab,SandstoneSlab,0,0
2121,Frog,Frog,5000,1000
2122,MallardDuck,MallardDuck,3750,750
2123,Duck,Duck,3750,750
2124,HoneyBathtub,HoneyBathtub,300,60
2125,SteampunkBathtub,SteampunkBathtub,300,60
2126,LivingWoodBathtub,LivingWoodBathtub,300,60
2127,ShadewoodBathtub,ShadewoodBathtub,300,60
2128,BoneBathtub,BoneBathtub,300,60
2129,HoneyLamp,HoneyLamp,500,100
2130,SteampunkLamp,SteampunkLamp,500,100
2131,LivingWoodLamp,LivingWoodLamp,500,100
2132,ShadewoodLamp,ShadewoodLamp,500,100
2133,GoldenLamp,GoldenLamp,100000,20000
2134,BoneLamp,BoneLamp,500,100
2135,LivingWoodBookcase,LivingWoodBookcase,300,60
2136,ShadewoodBookcase,ShadewoodBookcase,300,60
2137,GoldenBookcase,GoldenBookcase,100000,20000
2138,BoneBookcase,BoneBookcase,300,60
2139,LivingWoodBed,LivingWoodBed,2000,400
2140,BoneBed,BoneBed,2000,400
2141,LivingWoodChandelier,LivingWoodChandelier,3000,600
2142,ShadewoodChandelier,ShadewoodChandelier,3000,600
2143,GoldenChandelier,GoldenChandelier,100000,20000
2144,BoneChandelier,BoneChandelier,3000,600
2145,LivingWoodLantern,LivingWoodLantern,150,30
2146,ShadewoodLantern,ShadewoodLantern,150,30
2147,GoldenLantern,GoldenLantern,100000,20000
2148,BoneLantern,BoneLantern,150,30
2149,LivingWoodCandelabra,LivingWoodCandelabra,1500,300
2150,ShadewoodCandelabra,ShadewoodCandelabra,1500,300
2151,GoldenCandelabra,GoldenCandelabra,100000,20000
2152,BoneCandelabra,BoneCandelabra,1500,300
2153,LivingWoodCandle,LivingWoodCandle,300,60
2154,ShadewoodCandle,ShadewoodCandle,300,60
2155,GoldenCandle,GoldenCandle,100000,20000
2156,BlackScorpion,BlackScorpion,7500,1500
2157,Scorpion,Scorpion,7500,1500
2158,BubbleWallpaper,BubbleWallpaper,75,15
2159,CopperPipeWallpaper,CopperPipeWallpaper,75,15
2160,DuckyWallpaper,DuckyWallpaper,75,15
2161,FrostCore,FrostCore,50000,10000
2162,BunnyCage,BunnyCage,0,0
2163,SquirrelCage,SquirrelCage,0,0
2164,MallardDuckCage,MallardDuckCage,0,0
2165,DuckCage,DuckCage,0,0
2166,BirdCage,BirdCage,0,0
2167,BlueJayCage,BlueJayCage,0,0
2168,CardinalCage,CardinalCage,0,0
2169,WaterfallWall,WaterfallWall,0,0
2170,LavafallWall,LavafallWall,0,0
2171,CrimsonSeeds,CrimsonSeeds,500,100
2172,HeavyWorkBench,HeavyWorkBench,500,100
2173,CopperPlating,CopperPlating,0,0
2174,SnailCage,SnailCage,0,0
2175,GlowingSnailCage,GlowingSnailCage,0,0
2176,ShroomiteDiggingClaw,ShroomiteDiggingClaw,200000,40000
2177,AmmoBox,AmmoBox,100000,20000
2178,MonarchButterflyJar,MonarchButterflyJar,0,0
2179,PurpleEmperorButterflyJar,PurpleEmperorButterflyJar,0,0
2180,RedAdmiralButterflyJar,RedAdmiralButterflyJar,0,0
2181,UlyssesButterflyJar,UlyssesButterflyJar,0,0
2182,SulphurButterflyJar,SulphurButterflyJar,0,0
2183,TreeNymphButterflyJar,TreeNymphButterflyJar,0,0
2184,ZebraSwallowtailButterflyJar,ZebraSwallowtailButterflyJar,0,0
2185,JuliaButterflyJar,JuliaButterflyJar,0,0
2186,ScorpionCage,ScorpionCage,0,0
2187,BlackScorpionCage,BlackScorpionCage,0,0
2188,VenomStaff,VenomStaff,350000,70000
2189,SpectreMask,SpectreMask,375000,75000
2190,FrogCage,FrogCage,0,0
2191,MouseCage,MouseCage,0,0
2192,BoneWelder,BoneWelder,100000,20000
2193,FleshCloningVaat,FleshCloningVaat,100000,20000
2194,GlassKiln,GlassKiln,27000,5400
2195,LihzahrdFurnace,LihzahrdFurnace,100000,20000
2196,LivingLoom,LivingLoom,100000,20000
2197,SkyMill,SkyMill,100000,20000
2198,IceMachine,IceMachine,100000,20000
2199,BeetleHelmet,BeetleHelmet,300000,60000
2200,BeetleScaleMail,BeetleScaleMail,240000,48000
2201,BeetleShell,BeetleShell,240000,48000
2202,BeetleLeggings,BeetleLeggings,180000,36000
2203,SteampunkBoiler,SteampunkBoiler,100000,20000
2204,HoneyDispenser,HoneyDispenser,100000,20000
2205,Penguin,Penguin,6250,1250
2206,PenguinCage,PenguinCage,0,0
2207,WormCage,WormCage,0,0
2208,Terrarium,Terrarium,0,0
2209,SuperManaPotion,SuperManaPotion,1500,300
2210,EbonwoodFence,EbonwoodFence,0,0
2211,RichMahoganyFence,RichMahoganyFence,0,0
2212,PearlwoodFence,PearlwoodFence,0,0
2213,ShadewoodFence,ShadewoodFence,0,0
2214,BrickLayer,BrickLayer,100000,20000
2215,ExtendoGrip,ExtendoGrip,100000,20000
2216,PaintSprayer,PaintSprayer,100000,20000
2217,PortableCementMixer,PortableCementMixer,100000,20000
2218,BeetleHusk,BeetleHusk,25000,5000
2219,CelestialMagnet,CelestialMagnet,150000,30000
2220,CelestialEmblem,CelestialEmblem,160000,32000
2221,CelestialCuffs,CelestialCuffs,160000,32000
2222,PeddlersHat,PeddlersHat,12500,2500
2223,PulseBow,PulseBow,450000,90000
2224,DynastyChandelier,DynastyChandelier,160,32
2225,DynastyLamp,DynastyLamp,120,24
2226,DynastyLantern,DynastyLantern,200,40
2227,DynastyCandelabra,DynastyCandelabra,120,24
2228,DynastyChair,DynastyChair,150,30
2229,DynastyWorkBench,DynastyWorkBench,150,30
2230,DynastyChest,DynastyChest,320,64
2231,DynastyBed,DynastyBed,600,120
2232,DynastyBathtub,DynastyBathtub,300,60
2233,DynastyBookcase,DynastyBookcase,300,60
2234,DynastyCup,DynastyCup,20,4
2235,DynastyBowl,DynastyBowl,20,4
2236,DynastyCandle,DynastyCandle,300,60
2237,DynastyClock,DynastyClock,300,60
2238,GoldenClock,GoldenClock,100000,20000
2239,GlassClock,GlassClock,300,60
2240,HoneyClock,HoneyClock,300,60
2241,SteampunkClock,SteampunkClock,300,60
2242,FancyDishes,FancyDishes,2000,400
2243,GlassBowl,GlassBowl,20,4
2244,WineGlass,WineGlass,20,4
2245,LivingWoodPiano,LivingWoodPiano,300,60
2246,FleshPiano,FleshPiano,300,60
2247,FrozenPiano,FrozenPiano,300,60
2248,FrozenTable,FrozenTable,300,60
2249,HoneyChest,HoneyChest,2500,500
2250,SteampunkChest,SteampunkChest,2500,500
2251,HoneyWorkBench,HoneyWorkBench,150,30
2252,FrozenWorkBench,FrozenWorkBench,150,30
2253,SteampunkWorkBench,SteampunkWorkBench,150,30
2254,GlassPiano,GlassPiano,300,60
2255,HoneyPiano,HoneyPiano,300,60
2256,SteampunkPiano,SteampunkPiano,300,60
2257,HoneyCup,HoneyCup,20,4
2258,SteampunkCup,SteampunkCup,5000,1000
2259,DynastyTable,DynastyTable,300,60
2260,DynastyWood,DynastyWood,50,10
2261,RedDynastyShingles,RedDynastyShingles,50,10
2262,BlueDynastyShingles,BlueDynastyShingles,50,10
2263,WhiteDynastyWall,WhiteDynastyWall,0,0
2264,BlueDynastyWall,BlueDynastyWall,0,0
2265,DynastyDoor,DynastyDoor,200,40
2266,Sake,Sake,500,100
2267,PadThai,PadThai,5500,1100
2268,Pho,Pho,7500,1500
2269,Revolver,Revolver,100000,20000
2270,Gatligator,Gatligator,350000,70000
2271,ArcaneRuneWall,ArcaneRuneWall,250,50
2272,WaterGun,WaterGun,15000,3000
2273,Katana,Katana,100000,20000
2274,UltrabrightTorch,UltrabrightTorch,300,60
2275,MagicHat,MagicHat,30000,6000
2276,DiamondRing,DiamondRing,2000000,400000
2277,Gi,Gi,20000,4000
2278,Kimono,Kimono,10000,2000
2279,GypsyRobe,GypsyRobe,35000,7000
2280,BeetleWings,BeetleWings,400000,80000
2281,TigerSkin,TigerSkin,10000,2000
2282,LeopardSkin,LeopardSkin,10000,2000
2283,ZebraSkin,ZebraSkin,10000,2000
2284,CrimsonCloak,CrimsonCloak,50000,10000
2285,MysteriousCape,MysteriousCape,50000,10000
2286,RedCape,RedCape,50000,10000
2287,WinterCape,WinterCape,50000,10000
2288,FrozenChair,FrozenChair,150,30
2289,WoodFishingPole,WoodFishingPole,300,60
2290,Bass,Bass,2500,500
2291,ReinforcedFishingPole,ReinforcedFishingPole,12000,2400
2292,FiberglassFishingPole,FiberglassFishingPole,50000,10000
2293,FisherofSouls,FisherofSouls,120000,24000
2294,GoldenFishingRod,GoldenFishingRod,1000000,200000
2295,MechanicsRod,MechanicsRod,200000,40000
2296,SittingDucksFishingRod,SittingDucksFishingRod,350000,70000
2297,Trout,Trout,2500,500
2298,Salmon,Salmon,3750,750
2299,AtlanticCod,AtlanticCod,3750,750
2300,Tuna,Tuna,3750,750
2301,RedSnapper,RedSnapper,3750,750
2302,NeonTetra,NeonTetra,7500,1500
2303,ArmoredCavefish,ArmoredCavefish,7500,1500
2304,Damselfish,Damselfish,15000,3000
2305,CrimsonTigerfish,CrimsonTigerfish,3750,750
2306,FrostMinnow,FrostMinnow,7500,1500
2307,PrincessFish,PrincessFish,12500,2500
2308,GoldenCarp,GoldenCarp,500000,100000
2309,SpecularFish,SpecularFish,3750,750
2310,Prismite,Prismite,50000,10000
2311,VariegatedLardfish,VariegatedLardfish,7500,1500
2312,FlarefinKoi,FlarefinKoi,25000,5000
2313,DoubleCod,DoubleCod,7500,1500
2314,Honeyfin,Honeyfin,7500,1500
2315,Obsidifish,Obsidifish,7500,1500
2316,Shrimp,Shrimp,7500,1500
2317,ChaosFish,ChaosFish,150000,30000
2318,Ebonkoi,Ebonkoi,7500,1500
2319,Hemopiranha,Hemopiranha,7500,1500
2320,Rockfish,Rockfish,75000,15000
2321,Stinkfish,Stinkfish,12500,2500
2322,MiningPotion,MiningPotion,1000,200
2323,HeartreachPotion,HeartreachPotion,1000,200
2324,CalmingPotion,CalmingPotion,1000,200
2325,BuilderPotion,BuilderPotion,1000,200
2326,TitanPotion,TitanPotion,1000,200
2327,FlipperPotion,FlipperPotion,1000,200
2328,SummoningPotion,SummoningPotion,1000,200
2329,TrapsightPotion,TrapsightPotion,1000,200
2330,PurpleClubberfish,PurpleClubberfish,50000,10000
2331,ObsidianSwordfish,ObsidianSwordfish,50000,10000
2332,Swordfish,Swordfish,25000,5000
2333,IronFence,IronFence,0,0
2334,WoodenCrate,WoodenCrate,5000,1000
2335,IronCrate,IronCrate,25000,5000
2336,GoldenCrate,GoldenCrate,100000,20000
2337,OldShoe,OldShoe,0,0
2338,FishingSeaweed,FishingSeaweed,0,0
2339,TinCan,TinCan,0,0
2340,MinecartTrack,MinecartTrack,0,0
2341,ReaverShark,ReaverShark,75000,15000
2342,SawtoothShark,SawtoothShark,75000,15000
2343,Minecart,Minecart,1000,200
2344,AmmoReservationPotion,AmmoReservationPotion,1000,200
2345,LifeforcePotion,LifeforcePotion,1000,200
2346,EndurancePotion,EndurancePotion,1000,200
2347,RagePotion,RagePotion,1000,200
2348,InfernoPotion,InfernoPotion,1000,200
2349,WrathPotion,WrathPotion,1000,200
2350,RecallPotion,RecallPotion,1000,200
2351,TeleportationPotion,TeleportationPotion,1000,200
2352,LovePotion,LovePotion,200,40
2353,StinkPotion,StinkPotion,200,40
2354,FishingPotion,FishingPotion,1000,200
2355,SonarPotion,SonarPotion,1000,200
2356,CratePotion,CratePotion,1000,200
2357,ShiverthornSeeds,ShiverthornSeeds,80,16
2358,Shiverthorn,Shiverthorn,100,20
2359,WarmthPotion,WarmthPotion,1000,200
2360,FishHook,FishHook,20000,4000
2361,BeeHeadgear,BeeHeadgear,20000,4000
2362,BeeBreastplate,BeeBreastplate,30000,6000
2363,BeeGreaves,BeeGreaves,25000,5000
2364,HornetStaff,HornetStaff,35000,7000
2365,ImpStaff,ImpStaff,27000,5400
2366,QueenSpiderStaff,QueenSpiderStaff,250000,50000
2367,AnglerHat,AnglerHat,50000,10000
2368,AnglerVest,AnglerVest,50000,10000
2369,AnglerPants,AnglerPants,50000,10000
2370,SpiderMask,SpiderMask,37500,7500
2371,SpiderBreastplate,SpiderBreastplate,37500,7500
2372,SpiderGreaves,SpiderGreaves,37500,7500
2373,HighTestFishingLine,HighTestFishingLine,50000,10000
2374,AnglerEarring,AnglerEarring,50000,10000
2375,TackleBox,TackleBox,50000,10000
2376,BlueDungeonPiano,BlueDungeonPiano,300,60
2377,GreenDungeonPiano,GreenDungeonPiano,300,60
2378,PinkDungeonPiano,PinkDungeonPiano,300,60
2379,GoldenPiano,GoldenPiano,100000,20000
2380,ObsidianPiano,ObsidianPiano,300,60
2381,BonePiano,BonePiano,300,60
2382,CactusPiano,CactusPiano,300,60
2383,SpookyPiano,SpookyPiano,300,60
2384,SkywarePiano,SkywarePiano,300,60
2385,LihzahrdPiano,LihzahrdPiano,300,60
2386,BlueDungeonDresser,BlueDungeonDresser,300,60
2387,GreenDungeonDresser,GreenDungeonDresser,300,60
2388,PinkDungeonDresser,PinkDungeonDresser,300,60
2389,GoldenDresser,GoldenDresser,100000,20000
2390,ObsidianDresser,ObsidianDresser,300,60
2391,BoneDresser,BoneDresser,300,60
2392,CactusDresser,CactusDresser,300,60
2393,SpookyDresser,SpookyDresser,300,60
2394,SkywareDresser,SkywareDresser,300,60
2395,HoneyDresser,HoneyDresser,300,60
2396,LihzahrdDresser,LihzahrdDresser,300,60
2397,Sofa,Sofa,300,60
2398,EbonwoodSofa,EbonwoodSofa,300,60
2399,RichMahoganySofa,RichMahoganySofa,300,60
2400,PearlwoodSofa,PearlwoodSofa,300,60
2401,ShadewoodSofa,ShadewoodSofa,300,60
2402,BlueDungeonSofa,BlueDungeonSofa,300,60
2403,GreenDungeonSofa,GreenDungeonSofa,300,60
2404,PinkDungeonSofa,PinkDungeonSofa,300,60
2405,GoldenSofa,GoldenSofa,100000,20000
2406,ObsidianSofa,ObsidianSofa,300,60
2407,BoneSofa,BoneSofa,300,60
2408,CactusSofa,CactusSofa,300,60
2409,SpookySofa,SpookySofa,300,60
2410,SkywareSofa,SkywareSofa,300,60
2411,HoneySofa,HoneySofa,300,60
2412,SteampunkSofa,SteampunkSofa,300,60
2413,MushroomSofa,MushroomSofa,300,60
2414,GlassSofa,GlassSofa,300,60
2415,PumpkinSofa,PumpkinSofa,300,60
2416,LihzahrdSofa,LihzahrdSofa,300,60
2417,SeashellHairpin,SeashellHairpin,50000,10000
2418,MermaidAdornment,MermaidAdornment,50000,10000
2419,MermaidTail,MermaidTail,50000,10000
2420,ZephyrFish,ZephyrFish,150000,30000
2421,Fleshcatcher,Fleshcatcher,156000,31200
2422,HotlineFishingHook,HotlineFishingHook,500000,100000
2423,FrogLeg,FrogLeg,50000,10000
2424,Anchor,Anchor,50000,10000
2425,CookedFish,CookedFish,2500,500
2426,CookedShrimp,CookedShrimp,7500,1500
2427,Sashimi,Sashimi,2500,500
2428,FuzzyCarrot,FuzzyCarrot,250000,50000
2429,ScalyTruffle,ScalyTruffle,250000,50000
2430,SlimySaddle,SlimySaddle,250000,50000
2431,BeeWax,BeeWax,2500,500
2432,CopperPlatingWall,CopperPlatingWall,0,0
2433,StoneSlabWall,StoneSlabWall,0,0
2434,Sail,Sail,50,10
2435,CoralstoneBlock,CoralstoneBlock,50,10
2436,BlueJellyfish,BlueJellyfish,175000,35000
2437,GreenJellyfish,GreenJellyfish,175000,35000
2438,PinkJellyfish,PinkJellyfish,175000,35000
2439,BlueJellyfishJar,BlueJellyfishJar,0,0
2440,GreenJellyfishJar,GreenJellyfishJar,0,0
2441,PinkJellyfishJar,PinkJellyfishJar,0,0
2442,LifePreserver,LifePreserver,25000,5000
2443,ShipsWheel,ShipsWheel,25000,5000
2444,CompassRose,CompassRose,25000,5000
2445,WallAnchor,WallAnchor,25000,5000
2446,GoldfishTrophy,GoldfishTrophy,25000,5000
2447,BunnyfishTrophy,BunnyfishTrophy,25000,5000
2448,SwordfishTrophy,SwordfishTrophy,25000,5000
2449,SharkteethTrophy,SharkteethTrophy,25000,5000
2450,Batfish,Batfish,0,0
2451,BumblebeeTuna,BumblebeeTuna,0,0
2452,Catfish,Catfish,0,0
2453,Cloudfish,Cloudfish,0,0
2454,Cursedfish,Cursedfish,0,0
2455,Dirtfish,Dirtfish,0,0
2456,DynamiteFish,DynamiteFish,0,0
2457,EaterofPlankton,EaterofPlankton,0,0
2458,FallenStarfish,FallenStarfish,0,0
2459,TheFishofCthulu,TheFishofCthulu,0,0
2460,Fishotron,Fishotron,0,0
2461,Harpyfish,Harpyfish,0,0
2462,Hungerfish,Hungerfish,0,0
2463,Ichorfish,Ichorfish,0,0
2464,Jewelfish,Jewelfish,0,0
2465,MirageFish,MirageFish,0,0
2466,MutantFlinxfin,MutantFlinxfin,0,0
2467,Pengfish,Pengfish,0,0
2468,Pixiefish,Pixiefish,0,0
2469,Spiderfish,Spiderfish,0,0
2470,TundraTrout,TundraTrout,0,0
2471,UnicornFish,UnicornFish,0,0
2472,GuideVoodooFish,GuideVoodooFish,0,0
2473,Wyverntail,Wyverntail,0,0
2474,ZombieFish,ZombieFish,0,0
2475,AmanitaFungifin,AmanitaFungifin,0,0
2476,Angelfish,Angelfish,0,0
2477,BloodyManowar,BloodyManowar,0,0
2478,Bonefish,Bonefish,0,0
2479,Bunnyfish,Bunnyfish,0,0
2480,CapnTunabeard,CapnTunabeard,0,0
2481,Clownfish,Clownfish,0,0
2482,DemonicHellfish,DemonicHellfish,0,0
2483,Derpfish,Derpfish,0,0
2484,Fishron,Fishron,0,0
2485,InfectedScabbardfish,InfectedScabbardfish,0,0
2486,Mudfish,Mudfish,0,0
2487,Slimefish,Slimefish,0,0
2488,TropicalBarracuda,TropicalBarracuda,0,0
2489,KingSlimeTrophy,KingSlimeTrophy,50000,10000
2490,ShipInABottle,ShipInABottle,150000,30000
2491,HardySaddle,HardySaddle,250000,50000
2492,PressureTrack,PressureTrack,5000,1000
2493,KingSlimeMask,KingSlimeMask,37500,7500
2494,FinWings,FinWings,400000,80000
2495,TreasureMap,TreasureMap,50000,10000
2496,SeaweedPlanter,SeaweedPlanter,50000,10000
2497,PillaginMePixels,PillaginMePixels,25000,5000
2498,FishCostumeMask,FishCostumeMask,50000,10000
2499,FishCostumeShirt,FishCostumeShirt,50000,10000
2500,FishCostumeFinskirt,FishCostumeFinskirt,50000,10000
2501,GingerBeard,GingerBeard,50000,10000
2502,HoneyedGoggles,HoneyedGoggles,250000,50000
2503,BorealWood,BorealWood,0,0
2504,PalmWood,PalmWood,0,0
2505,BorealWoodWall,BorealWoodWall,0,0
2506,PalmWoodWall,PalmWoodWall,0,0
2507,BorealWoodFence,BorealWoodFence,0,0
2508,PalmWoodFence,PalmWoodFence,0,0
2509,BorealWoodHelmet,BorealWoodHelmet,0,0
2510,BorealWoodBreastplate,BorealWoodBreastplate,0,0
2511,BorealWoodGreaves,BorealWoodGreaves,0,0
2512,PalmWoodHelmet,PalmWoodHelmet,0,0
2513,PalmWoodBreastplate,PalmWoodBreastplate,0,0
2514,PalmWoodGreaves,PalmWoodGreaves,0,0
2515,PalmWoodBow,PalmWoodBow,100,20
2516,PalmWoodHammer,PalmWoodHammer,50,10
2517,PalmWoodSword,PalmWoodSword,100,20
2518,PalmWoodPlatform,PalmWoodPlatform,0,0
2519,PalmWoodBathtub,PalmWoodBathtub,300,60
2520,PalmWoodBed,PalmWoodBed,2000,400
2521,PalmWoodBench,PalmWoodBench,300,60
2522,PalmWoodCandelabra,PalmWoodCandelabra,1500,300
2523,PalmWoodCandle,PalmWoodCandle,300,60
2524,PalmWoodChair,PalmWoodChair,150,30
2525,PalmWoodChandelier,PalmWoodChandelier,3000,600
2526,PalmWoodChest,PalmWoodChest,500,100
2527,PalmWoodSofa,PalmWoodSofa,300,60
2528,PalmWoodDoor,PalmWoodDoor,200,40
2529,PalmWoodDresser,PalmWoodDresser,300,60
2530,PalmWoodLantern,PalmWoodLantern,150,30
2531,PalmWoodPiano,PalmWoodPiano,300,60
2532,PalmWoodTable,PalmWoodTable,300,60
2533,PalmWoodLamp,PalmWoodLamp,500,100
2534,PalmWoodWorkBench,PalmWoodWorkBench,150,30
2535,OpticStaff,OpticStaff,100000,20000
2536,PalmWoodBookcase,PalmWoodBookcase,300,60
2537,MushroomBathtub,MushroomBathtub,300,60
2538,MushroomBed,MushroomBed,2000,400
2539,MushroomBench,MushroomBench,300,60
2540,MushroomBookcase,MushroomBookcase,300,60
2541,MushroomCandelabra,MushroomCandelabra,1500,300
2542,MushroomCandle,MushroomCandle,300,60
2543,MushroomChandelier,MushroomChandelier,3000,600
2544,MushroomChest,MushroomChest,500,100
2545,MushroomDresser,MushroomDresser,300,60
2546,MushroomLantern,MushroomLantern,150,30
2547,MushroomLamp,MushroomLamp,500,100
2548,MushroomPiano,MushroomPiano,300,60
2549,MushroomPlatform,MushroomPlatform,0,0
2550,MushroomTable,MushroomTable,300,60
2551,SpiderStaff,SpiderStaff,50000,10000
2552,BorealWoodBathtub,BorealWoodBathtub,300,60
2553,BorealWoodBed,BorealWoodBed,2000,400
2554,BorealWoodBookcase,BorealWoodBookcase,300,60
2555,BorealWoodCandelabra,BorealWoodCandelabra,1500,300
2556,BorealWoodCandle,BorealWoodCandle,300,60
2557,BorealWoodChair,BorealWoodChair,150,30
2558,BorealWoodChandelier,BorealWoodChandelier,3000,600
2559,BorealWoodChest,BorealWoodChest,500,100
2560,BorealWoodClock,BorealWoodClock,300,60
2561,BorealWoodDoor,BorealWoodDoor,200,40
2562,BorealWoodDresser,BorealWoodDresser,300,60
2563,BorealWoodLamp,BorealWoodLamp,500,100
2564,BorealWoodLantern,BorealWoodLantern,150,30
2565,BorealWoodPiano,BorealWoodPiano,300,60
2566,BorealWoodPlatform,BorealWoodPlatform,0,0
2567,SlimeBathtub,SlimeBathtub,300,60
2568,SlimeBed,SlimeBed,2000,400
2569,SlimeBookcase,SlimeBookcase,300,60
2570,SlimeCandelabra,SlimeCandelabra,1500,300
2571,SlimeCandle,SlimeCandle,300,60
2572,SlimeChair,SlimeChair,150,30
2573,SlimeChandelier,SlimeChandelier,3000,600
2574,SlimeChest,SlimeChest,500,100
2575,SlimeClock,SlimeClock,300,60
2576,SlimeDoor,SlimeDoor,200,40
2577,SlimeDresser,SlimeDresser,300,60
2578,SlimeLamp,SlimeLamp,500,100
2579,SlimeLantern,SlimeLantern,150,30
2580,SlimePiano,SlimePiano,300,60
2581,SlimePlatform,SlimePlatform,0,0
2582,SlimeSofa,SlimeSofa,300,60
2583,SlimeTable,SlimeTable,300,60
2584,PirateStaff,PirateStaff,50000,10000
2585,SlimeHook,SlimeHook,20000,4000
2586,StickyGrenade,StickyGrenade,75,15
2587,TartarSauce,TartarSauce,100000,20000
2588,DukeFishronMask,DukeFishronMask,37500,7500
2589,DukeFishronTrophy,DukeFishronTrophy,50000,10000
2590,MolotovCocktail,MolotovCocktail,500,100
2591,BoneClock,BoneClock,300,60
2592,CactusClock,CactusClock,300,60
2593,EbonwoodClock,EbonwoodClock,300,60
2594,FrozenClock,FrozenClock,300,60
2595,LihzahrdClock,LihzahrdClock,300,60
2596,LivingWoodClock,LivingWoodClock,300,60
2597,RichMahoganyClock,RichMahoganyClock,300,60
2598,FleshClock,FleshClock,300,60
2599,MushroomClock,MushroomClock,300,60
2600,ObsidianClock,ObsidianClock,300,60
2601,PalmWoodClock,PalmWoodClock,300,60
2602,PearlwoodClock,PearlwoodClock,300,60
2603,PumpkinClock,PumpkinClock,300,60
2604,ShadewoodClock,ShadewoodClock,300,60
2605,SpookyClock,SpookyClock,300,60
2606,SkywareClock,SkywareClock,300,60
2607,SpiderFang,SpiderFang,2500,500
2608,FalconBlade,FalconBlade,10000,2000
2609,FishronWings,FishronWings,400000,80000
2610,SlimeGun,SlimeGun,15000,3000
2611,Flairon,Flairon,250000,50000
2612,GreenDungeonChest,GreenDungeonChest,500,100
2613,PinkDungeonChest,PinkDungeonChest,500,100
2614,BlueDungeonChest,BlueDungeonChest,500,100
2615,BoneChest,BoneChest,500,100
2616,CactusChest,CactusChest,500,100
2617,FleshChest,FleshChest,500,100
2618,ObsidianChest,ObsidianChest,500,100
2619,PumpkinChest,PumpkinChest,500,100
2620,SpookyChest,SpookyChest,500,100
2621,TempestStaff,TempestStaff,250000,50000
2622,RazorbladeTyphoon,RazorbladeTyphoon,250000,50000
2623,BubbleGun,BubbleGun,250000,50000
2624,Tsunami,Tsunami,250000,50000
2625,Seashell,Seashell,2500,500
